Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-09 10:00:00-03:00,18.6200008392334,18.979999542236328,18.5,18.8799991607666,403800,0.0,0.0
2022-11-09 11:00:00-03:00,18.8700008392334,19.15999984741211,18.84000015258789,18.979999542236328,2459100,0.0,0.0
2022-11-09 12:00:00-03:00,18.969999313354492,19.09000015258789,18.729999542236328,18.799999237060547,1438800,0.0,0.0
2022-11-09 13:00:00-03:00,18.790000915527344,18.809999465942383,18.59000015258789,18.639999389648438,1071200,0.0,0.0
2022-11-09 14:00:00-03:00,18.639999389648438,18.670000076293945,18.479999542236328,18.5,524300,0.0,0.0
2022-11-09 15:00:00-03:00,18.5,18.6299991607666,18.459999084472656,18.510000228881836,1054100,0.0,0.0
2022-11-09 16:00:00-03:00,18.52,18.59,18.41,18.43,620200,0.0,0.0
